"id","parent_id","code","name","address","suburb","postcode","state","country","phone","fax","category","category_code","region","region_code","active","created_at","updated_at"
28,1,"5560","Crick's Nambour Nissan","952 Nambour Connection Road   ","NAMBOUR                                 ","4560","QLD","Australia","07   54419500","07 54416800","B","2","N","N02",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
29,1,"5610","Huston Nissan","Rogers Drive","KINGAROY","4610","QLD","Australia","07   41649300","07 41649333","C","1","N","N03",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
30,1,"5650","Maryborough Nissan","70 Ferry Street","MARYBOROUGH","4650","QLD","Australia","07   41230000","07 41223114","C","2","N","N04",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
31,1,"5915","Gladstone Nissan","231 Dawson Highway","GLADSTONE                               ","4680","QLD","Australia","07   49707070","07 49722986","B","2","N","N02",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
32,1,"6221","John Page Motors","110 Morayfield Street         ","CABOOLTURE                              ","4510","QLD","Australia","07 54950555 ","754954121","B","2","N","N01",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
33,1,"6709","Dalby Nissan","36 Drayton Street             ","DALBY                                   ","4405","QLD","Australia","07   46622422","07 46624311","C","1","N","N01",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
34,1,"6880","Armstrong Nissan","80-84 Neil Street","TOOWOOMBA CITY","4350","QLD","Australia","07   46385455","07 46392710","B","1","N","N01",1,"2022-05-02 05:52:28","2022-11-14 09:36:01"
35,1,"6998","Moorooka Nissan","917 Ipswich Road              ","MOOROOKA                                ","4105","QLD","Australia","07   38487811","07 38488378","A","1","N","N03",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
36,1,"7080","Moora Nissan","89 Gardiner Street            ","MOORA                                   ","6510","WA","Australia","08   96511207","08 96511734","C","2","W","W01",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
37,1,"7108","Total Nissan","1251 Albany Highway           ","CANNINGTON                              ","6107","WA","Australia","08   93514444","08 93505970","A","1","W","W01",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
38,1,"7345","Avon Valley Nissan","47 Fitzgerald Street","NORTHAM","6401","WA","Australia","08   96211311","08 96228306","C","2","W","W03",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
39,1,"7617","Magic Nissan","164 Leach Highway","MELVILLE","6156","WA","Australia","08 93306666","893304379","B","1","W","W01",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
40,1,"7849","Northside Nissan","14 Berriman Drive","WANGARA                                 ","6065","WA","Australia","08   94090000","08 94091759","A","1","W","W01",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
41,1,"7922","North West Autos","229 Robinson Street","CARNARVON","6701","WA","Australia","08   99411159","08 99411363","C","2","W","W02",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
42,1,"8200","Hobart Nissan","235 Argyle Street","HOBART","7000","TAS","Australia","03 62133300","03 62343144","B","1","S","S14",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
43,1,"30243","Lismore Nissan","76-80 Ballina Road","LISMORE                                 ","2480","NSW","Australia","02   66212599","02 66218999","B","1","N","N02",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
44,1,"30245","Muir Nissan","4-8 Bussell Highway           ","BUSSELTON                               ","6280","WA","Australia","08   97811100","08 97524080","C","2","W","W02",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
45,1,"30246","Osborne Park Nissan","300 Scarborough Beach Road","OSBORNE PARK                            ","6017","WA","Australia","08   94455666","08 94455600","A","1","W","W02",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
46,1,"30247","Pilbara Nissan","2 Hamilton Road","SOUTH HEDLAND","6722","WA","Australia","08   9144   6400","08 9174 2699","C","2","W","W02",1,"2022-05-02 05:52:28","2022-06-20 07:15:37"
47,1,"30250","Esperance Autos Nissan","36 Norseman Road","ESPERANCE                               ","6450","WA","Australia","08   90711060","08 90712885","C","2","W","W02",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
48,1,"30252","Merredin Nissan","1 Mary Street","MERREDIN","6415","WA","Australia","08   90411577","08 90411426","C","2","W","W03",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
49,1,"30254","von Bibra Gold Coast Nissan","Expo Park  Nerang Road","SOUTHPORT                               ","4215","QLD","Australia","07   55562900","07 55562903","A","1","N","N01",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
50,1,"30263","Morrow Nissan","33 Dimboola Road              ","HORSHAM                                 ","3400","VIC","Australia","03   53826163","03 53811388","C","2","S","S04",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
51,1,"30270","North Jacklin Nissan","49 Gordon Street              ","MACKAY                                  ","4740","QLD","Australia","07   49632200","07 49632288","A","2","N","N01",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
52,1,"30273","Macarthur Nissan","4 Mill Road                   ","CAMPBELLTOWN                            ","2560","NSW","Australia","02   46258344","02 46272667","A","1","E","E03",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
53,1,"30277","Crick's Noosa Nissan","Lot 4 Lionel Donovan Drive","NOOSAVILLE                              ","4566","QLD","Australia","07   54403600","07 54730363","C","1","N","N02",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
54,1,"30278","Wickham Flower & Co","35 Macdonnell Street","NARACOORTE","5271","SA","Australia","08   87601900","08 87622363","C","2","W","W03",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
55,1,"30283","Burdekin Nissan","183 Queen Street              ","AYR                                     ","4807","QLD","Australia","07   47837077","07 47837044","C","2","N","N01",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
56,1,"30285","The Big Garage","628 Princes Highway           ","BAIRNSDALE                              ","3875","VIC","Australia","03   51524131","03 51525313","C","2","S","S03",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
57,1,"30289","Rockingham Nissan","83 Dixon Road                 ","ROCKINGHAM                              ","6168","WA","Australia","08   95926666","08 95926688","B","1","W","W02",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
58,1,"30291","Tony Leahey Nissan","25 Cameron Place","ORANGE","2800","NSW","Australia","02   63937200","02 63937299","C","1","E","E02",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
59,1,"30301","Albany City Nissan","54 Aberdeen Street            ","ALBANY                                  ","6330","WA","Australia","08   98428111","08 98418623","C","1","W","W02",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
60,1,"30314","Burwood Nissan","101 Burwood Highway","BURWOOD","3125","VIC","Australia","03   92737222","03 92737277","B","1","S","S13",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
61,1,"30315","Bay City Nissan","Cnr. Boat Harbour & Nissen St","HERVEY BAY","4655","QLD","Australia","07   4124 0000","07 41245222","C","1","N","N04",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
62,1,"30317","Bundaberg Nissan","70 Johanna Boulevard","KENSINGTON","4670","QLD","Australia","07   4152 0000","07 47265566","B","2","N","N03",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
63,1,"30319","Alan Mance Nissan","2-3 Holland Drive             ","MELTON                                  ","3337","VIC","Australia","03   9971 4444","03 99714499","B","1","S","S04",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
64,1,"30327","Yarra Valley Nissan","460-462 Maroondah Highway","LILYDALE                                ","3140","VIC","Australia","03   97355555","03 97353970","B","1","S","S02",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
65,1,"30328","Zupps Nissan","167-171 Brisbane Street","BEAUDESERT","4285","QLD","Australia","07   55421220","07 55413276","C","1","N","N03",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
66,1,"30329","Gunnedah Automotive","363 Conadilly Street","GUNNEDAH                                ","2380","NSW","Australia","02   67422499","02 67422958","C","1","E","E03",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
67,1,"30332","Action Nissan","Cnr Clematis & Oak Streets","GYMPIE","4570","QLD","Australia","07   54821711","07 54822389","C","2","N","N02",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
68,1,"30334","Thompson Nissan","340 Midland Highway           ","SHEPPARTON                              ","3630","VIC","Australia","03   58222666","03 58312507","B","2","S","S02",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
69,1,"30336","Metro Nissan","150 Lutwyche Road","WINDSOR","4030","QLD","Australia","07 38669701","738669781","A","1","N","N02",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
70,1,"30339","Essendon Nissan","288 Wirraway Road","ESSENDON FIELDS","3041","VIC","Australia","03 93796643 ","393741460","A","1","S","S13",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
71,1,"30341","Central Coast Nissan","354 Mann Street","GOSFORD","2250","NSW","Australia","02   43200966","02 43378088","B","1","E","E02",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
72,1,"30344","Sunshine Coast Nissan","1 Industrial Avenue","CALOUNDRA","4551","QLD","Australia","07   5436 7000","07 54367099","B","1","N","N03",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
73,1,"30349","Wyong Nissan","37 Amsterdam Circuit","WADALBA","2259","NSW","Australia","02   43139422","02 43532116","B","1","E","E02",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
74,1,"30351","Hardman Nissan","101 Marsh Street              ","ARMIDALE                                ","2350","NSW","Australia","02   67728411","02 67721512","C","2","E","E03",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
75,1,"30354","Ceduna Nissan","54 Poynton Street","CEDUNA","5690","SA","Australia","08   86252616","08 86253201","C","2","W","W05",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
76,1,"30355","Great Lakes Nissan","33 - 37 Manning Street        ","TUNCURRY                                ","2428","NSW","Australia","02   65547202","02 65554387","C","1","E","E01",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
77,1,"30357","Sale City Nissan","36-38 Foster Street","SALE                                    ","3850","VIC","Australia","03   51443944","03 51446289","C","2","S","S02",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
78,1,"30358","Goondiwindi Nissan","20 Mclean Street","GOONDIWINDI","4390","QLD","Australia","07   46713044","07 46713557","C","2","N","N01",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
79,1,"30361","Big River Nissan","1454 Old Sturt Highway             ","BERRI                                   ","5343","SA","Australia","08   85825200","08 85825300","C","2","W","W03",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
80,1,"30362","Bunbury Nissan","Cnr Robertson Dve & Bovell Sts","BUNBURY                                 ","6230","WA","Australia","08   97247700","08 97254301","B","1","W","W02",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
81,1,"30369","Warragul Nissan","4 - 6 Howitt Street","WARRAGUL","3820","VIC","Australia","03 56236212","03 56234846","C","1","S","S13",1,"2022-05-02 05:52:28","2022-05-02 05:52:28"
82,1,"30370","Mt Isa Nissan","59-65 West Street             ","MOUNT ISA                               ","4825","QLD","Australia","07   47445000","07 47439163","C","2","N","N04",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
83,1,"30371","Lakeside Nissan","1195-1197 Main North Road     ","POORAKA                                 ","5095","SA","Australia","08   82006000","08 82006022","A","1","W","W03",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
84,1,"30378","Clarence Coast Nissan","40 Ryan Street                ","GRAFTON                                 ","2460","NSW","Australia","02   66435255","02 66435233","C","2","E","E01",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
85,1,"30381","Moss Vale Nissan","543 - 551 ARGYLE STREET","MOSS VALE                               ","2577","NSW","Australia","02   48681055","02 48683330","C","1","E","E03",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
86,1,"30384","DC Motors Nissan","85 Derby Street               ","ROCKHAMPTON                             ","4700","QLD","Australia","07   49991200","07 49226550","B","1","N","N02",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
87,1,"30390","Arandt Nissan","530 Cadell Street             ","HAY                                     ","2711","NSW","Australia","02   69931503","02 69932212","C","2","S","S03",1,"2022-05-02 05:52:28","2022-08-22 09:01:17"
88,1,"30393","Sutherland Nissan","509 Princes Highway           ","KIRRAWEE                                ","2232","NSW","Australia","02   95457366","02 95424813","A","1","E","E01",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
89,1,"30394","Lander Nissan","37 Blacktown Road     ","BLACKTOWN                               ","2148","NSW","Australia","02   88844477","02 88844838","A","1","E","E02",1,"2022-05-02 05:52:28","2022-06-02 07:10:19"
90,1,"30395","Augusta Nissan","2 Caroona road","PORT AUGUSTA                            ","5700","SA","Australia","08   86423066","08 86423438","C","2","W","W03",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
91,1,"30396","Cardiff Nissan","367 Main Road","CARDIFF","2285","NSW","Australia","02   40149950","02 40149951","A","2","E","E03",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
92,1,"30397","Warrnambool Nissan","53 Princes Highway","WARRNAMBOOL                             ","3280","VIC","Australia","03   55645999","03 5564 5988","C","1","S","S04",1,"2022-05-02 05:52:29","2022-08-22 09:01:17"
93,1,"30398","Keema Nissan","1550 Logan Road               ","MOUNT GRAVATT                           ","4122","QLD","Australia","07   34261555","07 34261550","A","1","N","N01",1,"2022-05-02 05:52:29","2022-08-22 09:01:17"
94,1,"30399","MidWest Nissan","5 Phelps Street","GERALDTON                               ","6530","WA","Australia","08   9938 0500","08 9938 0531","C","1","W","W01",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
95,1,"30400","Karratha Nissan","8 Corringer Avenue","KARRATHA","6714","WA","Australia","08   91446400","08 91852300","C","1","W","W02",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
96,1,"30408","Mustica Nissan","Murray Valley Highway         ","COBRAM                                  ","3644","VIC","Australia","03   58721666","03 58721920","C","2","S","S03",1,"2022-05-02 05:52:29","2022-08-22 09:01:17"
97,1,"30411","Liverpool Nissan","411 Hume Highway","LIVERPOOL                               ","2170","NSW","Australia","02   84888641","02 96026546","A","1","E","E01",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
98,1,"30413","Goldfields Nissan","183-185 Boulder Road","KALGOORLIE","6430","WA","Australia","08   90926200","08 90926248","C","2","W","W03",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
99,1,"30418","Ron Doyle Motors Nissan","113 Princes Highway           ","EDEN                                    ","2551","NSW","Australia","02   64961420","02 64961467","C","2","E","E04",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
100,1,"30419","Penrith Nissan","2128 - 2140 Castlereagh Road ","PENRITH                                 ","2750","NSW","Australia","02   47245555","02 47245566","A","1","E","E03",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
101,1,"30420","Parramatta Nissan","315 Church Street","GRANVILLE","2142","NSW","Australia","02   99122000","02 99122022","A","1","E","E02",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
102,1,"30421","Broken Hill Nissan","Cnr Galena & Rakow Street","BROKEN HILL                             ","2880","NSW","Australia","08   80872463","08 80877971","C","2","W","W03",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
103,1,"30422","Moree Nissan","430-434 Frome Street","MOREE                                   ","2400","NSW","Australia","02   67507400","02 67521298","C","2","E","N04",1,"2022-05-02 05:52:29","2022-08-22 09:01:17"
104,1,"30424","Goulburn Nissan","126 Hume Street","GOULBURN","2580","NSW","Australia","02   48230800","02 48218202","C","2","E","E03",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
105,1,"30426","Rockdale Nissan","257 - 271 Princes Highway","ARNCLIFFE","2205","NSW","Australia","02 93359200","02 95974914","A","1","E","E02",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
106,1,"30428","Western Nissan","Cnr Western Hwy & Christies Rd","RAVENHALL","3023","VIC","Australia","03   83618255","03 83618266","A","1","S","S04",1,"2022-05-02 05:52:29","2022-08-22 09:01:17"
107,1,"30429","von Bibra Robina Nissan","16 Brabham Circuit","ROBINA","4226","QLD","Australia","07   55750500","07 55621072","B","1","N","N01",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
108,1,"30430","Mays Motors","444 River Street","BALLINA                                 ","2478","NSW","Australia","02   66862399","02 66868667","C","2","N","N02",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
109,1,"30431","Lennock Motors","150 Melrose Drive             ","PHILLIP                                 ","2606","ACT","Australia","02   62822022","02 62852688","A","2","E","E02",1,"2022-05-02 05:52:29","2022-08-22 09:01:17"
110,1,"30432","Cooma Nissan","66 Sharp Street","COOMA","2630","NSW","Australia","02 64521077","264521142","C","2","E","E04",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
111,1,"30433","Preston Nissan","605-633 High Street","PRESTON","3072","VIC","Australia","03   84700999","03 84700900","B","1","S","S13",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
112,1,"30434","City Nissan Parts and Service","21- 43 Hoddle Street","COLLINGWOOD","3066","VIC","Australia","03   83838800","03 83838899","A","1","S","S13",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
113,1,"30435","Muswellbrook Nissan","102-106 Sydney St","MUSWELLBROOK","2333","NSW","Australia","02 65432466","265434242","C","2","E","E06",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
114,1,"30436","Suttons Chullora Nissan","Cnr Hume Hwy & Waterloo Road","CHULLORA","2190","NSW","Australia","02   96420233","02 96427798","A","1","E","E02",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
115,1,"30437","Sunshine Coast Nissan","37 Wises Road","BUDERIM","4556","QLD","Australia","07   54568000","07 54420699","A","2","N","N03",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
116,1,"30439","Springwood Nissan","3468-3476 Pacific Highway     ","SPRINGWOOD","4127","QLD","Australia","07   34428200","07 32206754","A","1","N","N02",1,"2022-05-02 05:52:29","2022-08-22 09:01:18"
117,1,"30441","Wangaratta Nissan","45-47 Tone Road","WANGARATTA","3677","VIC","Australia","03   57222000","03 57219451","C","1","S","S14",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
118,1,"30442","Townsville Nissan","515-593 Sturt Street          ","TOWNSVILLE                              ","4810","QLD","Australia","07   47262626","07 47262699","A","2","N","N01",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
119,1,"30443","Mantello Nissan","45 Reservoir Drive","COOLAROO","3048","VIC","Australia","03   83648888","03 83648899","A","1","S","S04",1,"2022-05-02 05:52:29","2022-08-22 09:01:18"
120,1,"30444","Martin's Garage","52-54 Chenery Street          ","MANSFIELD                               ","3722","VIC","Australia","03   57331000","03 57751179","C","2","S","S02",1,"2022-05-02 05:52:29","2022-08-22 09:01:18"
121,1,"30446","Ringwood Nissan","399 Maroondah Highway            ","RINGWOOD                                 ","3134","VIC","Australia","03   88339999","03 88339955","A","1","S","S02",1,"2022-05-02 05:52:29","2022-08-22 09:01:18"
122,1,"30454","Frankston Nissan","130 Dandenong Road","FRANKSTON","3199","VIC","Australia","03   97822744","03 97815920","A","1","S","S12",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
123,1,"30455","Mornington Nissan","109 Mornington-Tyabb Road","MORNINGTON","3931","VIC","Australia","03   59710700","03 59757976","B","1","S","S12",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
124,1,"30457","Hamilton Nissan","63-67 Cox Street              ","HAMILTON                                ","3300","VIC","Australia","03   55711700","03 55725999","C","2","S","S02",1,"2022-05-02 05:52:29","2022-08-22 09:01:18"
125,1,"30458","Ararat Nissan","182 High Street","Ararat","3377","VIC","Australia","03   53522168","03 53522330","C","2","S","S03",1,"2022-05-02 05:52:29","2022-08-22 09:01:18"
126,1,"30459","Muir Nissan Manjimup","Lot 26 Rose Street            ","MANJIMUP                                ","6258","WA","Australia","08   97820000","08 97771242","C","2","W","W02",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
127,1,"30461","Motorama Nissan","90 Anzac Avenue","HILLCREST","4118","QLD","Australia","07   38099111","07 30540347","B","1","N","N03",1,"2022-05-02 05:52:29","2022-08-22 09:01:18"
128,1,"30462","Main North Nissan","75 Main North Road            ","NAILSWORTH                              ","5083","SA","Australia","08   83095000","08 83095077","A","1","W","W03",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
129,1,"30463","Adrian Brien Nissan","1305C South Road","ST MARYS","5042","SA","Australia","08 83745444","08 83745499","A","1","W","W05",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
130,1,"30464","Grand Nissan","345 Main South Road","MORPHETT VALE","5162","SA","Australia","08 83263377","883263124","B","1","W","S17",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
131,1,"30466","Albion Park Nissan","11 Shandan Circuit","ALBION PARK RAIL","2527","NSW","Australia","02   42740685","02 42762363","B","1","E","E04",1,"2022-05-02 05:52:29","2022-08-22 09:01:18"
132,1,"30467","Castle Hill Nissan","2A Victoria Ave","CASTLE HILL","2154","NSW","Australia","02   90980668","02 98986899","A","1","E","E01",1,"2022-05-02 05:52:29","2022-08-22 09:01:18"
133,1,"30471","Clarkson Nissan","22 - 30 Pensacola Terrace","CLARKSON","6030","WA","Australia","08   94087333","08 94086837","B","2","W","W01",1,"2022-05-02 05:52:29","2023-01-08 11:13:58"
134,1,"30472","Spencer Nissan","50 Main Road","PORT PIRIE","5540","SA","Australia","08   86323888","08 86326405","C","2","W","W03",1,"2022-05-02 05:52:29","2022-06-02 07:10:19"
135,1,"30473","Colac Nissan","333-339 Princes Highway","COLAC WEST","3250","VIC","Australia","03 52319616","352321632","C","2","S","S11",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
136,1,"30475","Ipswich Nissan","5 Brisbane Road","BUNDAMBA                                ","4304","QLD","Australia","07   38173800","07 32826155","A","1","N","N01",1,"2022-05-02 05:52:29","2022-08-22 09:01:18"
137,1,"30476","Momsen Motors","106 - 108 Gipps Street","BEGA","2550","NSW","Australia","02   64921099","02 64923415","C","1","E","E04",1,"2022-05-02 05:52:29","2022-05-02 05:52:29"
